Gender,Customer_Type,Type_of_Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Departure_Delay,satisfaction,Arrival_Delay
0,1,0,0,2378,2,3,5,3,1,2,2,3,1,4,3,2,4,2,0,12,0,0,0
0,1,0,2,1562,4,4,4,4,4,4,5,4,4,4,4,5,4,3,13,8,0,1,0
1,0,0,0,282,3,4,3,4,2,3,2,2,1,5,3,2,3,2,0,0,0,0,0
1,1,0,2,129,2,2,2,2,2,5,2,4,4,4,4,1,4,1,12,8,0,1,0
0,1,0,2,579,5,2,2,2,1,4,3,5,5,4,5,2,5,1,0,0,0,0,0
0,1,1,0,707,1,5,1,2,5,1,2,5,4,3,5,3,5,5,0,0,0,0,0
0,1,0,2,3732,4,4,4,4,3,2,4,5,5,5,5,1,5,5,0,1,0,1,0
1,1,0,0,874,2,3,3,3,5,3,3,2,2,2,2,1,2,1,0,0,0,0,0
1,1,1,1,328,2,3,4,1,4,4,4,4,4,5,3,3,5,4,0,0,0,0,0
0,1,0,2,296,4,4,4,4,5,5,5,5,4,2,4,4,4,5,0,0,0,1,0
0,1,0,2,2132,3,4,2,4,3,4,4,3,3,3,3,4,3,2,0,0,0,0,0
0,0,0,2,919,4,2,4,5,1,4,1,1,5,2,4,3,4,1,10,0,0,1,0
0,1,0,2,2053,4,4,4,4,5,5,5,5,5,2,5,5,5,5,0,0,0,1,0
1,0,0,2,361,1,1,1,3,1,1,1,1,5,3,4,3,4,1,0,6,0,0,0
1,1,0,0,173,2,4,4,4,2,2,3,2,2,1,4,1,3,2,13,14,0,0,0
1,1,0,2,2632,4,4,4,4,1,4,3,4,4,4,4,3,4,2,23,22,0,1,0
0,1,0,2,2931,1,1,2,1,4,4,1,5,5,5,5,2,5,2,0,0,0,1,0
1,0,0,0,280,4,5,4,2,4,4,4,4,3,4,5,5,4,4,0,3,0,0,0
1,1,1,0,1608,4,5,4,4,2,4,2,2,3,4,4,5,4,2,0,0,0,1,0
1,1,0,2,1754,1,1,1,1,5,3,5,5,5,4,5,3,5,3,0,0,0,1,0
1,1,0,2,2719,5,5,5,5,5,5,4,3,3,4,3,3,3,3,0,0,0,1,0
1,1,0,2,1791,3,3,3,3,5,5,5,5,5,4,5,5,4,5,9,0,0,1,0
0,1,1,0,1464,2,4,2,2,2,2,2,2,5,4,3,3,4,2,0,0,0,0,0
1,1,0,2,2417,3,3,2,3,2,3,4,4,4,4,4,4,4,4,0,28,0,1,0
1,1,0,2,2416,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,0,1,0
1,1,1,0,570,2,4,2,1,4,4,5,4,4,2,4,4,4,3,0,0,0,0,0
0,1,0,2,2855,4,4,4,4,4,4,5,4,4,4,4,4,4,3,0,12,0,1,0
0,1,0,2,868,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,0,1,0
0,0,0,2,968,2,2,2,3,5,2,5,5,1,3,3,3,3,5,0,1,0,0,0
0,1,1,0,436,3,5,3,5,5,3,5,5,4,3,5,3,5,5,28,29,0,0,0
1,1,1,1,1045,1,4,1,1,1,1,1,1,5,4,4,3,5,1,0,0,0,0,0
0,1,0,2,3880,1,1,1,1,3,5,4,4,4,4,4,5,4,4,36,27,0,1,0
0,1,1,0,731,1,2,1,3,5,1,5,5,2,5,3,3,3,5,0,1,0,0,0
0,1,1,1,605,1,5,1,5,5,1,5,5,4,3,4,3,4,5,14,6,0,0,0
0,1,0,2,3637,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0,0,1,0
0,1,1,0,644,2,4,2,2,5,2,5,5,3,5,5,5,5,5,25,17,0,0,0
0,1,1,0,908,4,4,4,3,5,4,2,5,5,4,4,1,2,5,3,0,0,1,0
0,0,0,2,1182,0,0,0,5,1,0,1,1,1,3,3,1,1,1,0,0,0,1,0
1,1,1,0,1569,2,4,2,4,4,2,4,4,1,4,2,3,3,4,0,0,0,0,0
1,1,0,0,912,3,4,3,4,3,3,2,3,1,4,3,3,4,3,0,0,0,0,0
1,0,0,0,1235,3,3,3,4,1,3,1,1,3,2,4,3,4,1,0,0,0,0,0
0,1,0,2,3048,3,3,2,3,3,4,4,5,5,5,5,3,5,5,8,1,0,1,0
0,1,0,2,1208,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0,0,1,0
0,1,1,0,677,2,5,2,4,5,2,4,5,3,5,5,4,4,5,0,0,0,0,0
0,1,0,0,896,1,2,2,2,1,1,1,1,2,4,3,1,4,1,36,25,0,0,0
1,1,1,1,334,1,3,2,3,5,4,3,1,1,2,4,1,1,2,17,0,0,0,0
1,0,0,0,746,2,1,1,3,5,1,5,5,4,2,5,3,5,5,27,44,0,0,0
1,1,1,0,1371,2,5,1,2,5,1,4,5,4,4,4,4,4,5,0,0,0,0,0
0,1,0,0,502,4,4,3,4,4,4,4,4,1,3,3,1,1,4,0,0,0,1,0
1,1,0,1,1047,4,2,2,2,4,4,4,4,4,2,4,1,1,4,0,0,0,1,0
0,1,1,0,925,3,5,3,3,2,3,5,2,5,1,2,2,3,2,8,0,0,0,0
1,1,1,0,1020,1,5,1,5,1,1,5,2,2,1,2,3,2,3,7,0,0,0,0
0,0,0,0,599,0,0,0,1,5,0,5,5,3,3,5,3,4,5,6,0,0,1,0
1,1,0,2,3699,5,5,5,5,3,4,4,3,4,3,5,3,5,3,1,0,0,1,0
0,1,0,2,2745,2,2,2,2,3,5,5,4,4,4,4,3,4,3,98,84,1,1,1
0,1,1,1,151,4,4,4,4,3,4,3,3,5,5,5,4,4,3,19,4,0,0,0
0,1,1,0,268,5,0,5,1,5,5,5,5,3,3,5,4,5,5,13,0,0,1,0
0,1,0,2,1721,4,4,4,4,3,5,4,4,4,4,4,3,4,5,12,9,0,1,0
1,0,0,2,402,4,4,4,2,2,4,2,2,4,3,5,3,5,2,2,0,0,0,0
0,1,1,0,878,2,3,2,2,5,2,1,5,1,1,1,2,3,5,0,0,0,0,0
0,0,0,0,641,3,0,3,3,1,3,1,1,5,5,5,5,5,1,0,0,0,0,0
0,0,0,0,696,3,3,3,4,1,3,4,1,4,1,1,2,2,1,25,24,0,0,0
0,1,0,0,73,4,1,4,4,4,4,4,4,4,4,5,1,1,4,0,0,0,1,0
1,0,0,0,1011,2,2,2,3,3,2,3,3,4,5,2,3,3,3,15,35,0,0,0
1,1,0,2,1464,3,3,3,3,4,4,4,4,5,3,4,4,5,4,0,0,0,1,0
0,1,0,2,2977,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,5,0,1,0
1,0,0,0,236,2,5,2,4,4,2,4,4,2,1,3,5,5,4,1,5,0,0,0
0,1,0,1,315,4,4,4,4,4,4,4,4,5,2,3,1,4,4,0,0,0,1,0
1,0,0,0,1165,2,2,2,4,2,2,2,2,3,2,3,1,4,2,63,50,1,0,1
0,1,1,0,1844,1,5,1,4,1,1,1,1,3,3,3,4,4,1,0,0,0,0,0
0,1,1,0,240,3,4,3,3,5,3,1,5,1,5,4,3,3,5,10,3,0,0,0
1,1,0,2,2804,5,5,5,5,4,4,4,5,5,5,4,3,5,4,0,0,0,1,0
0,0,0,0,1035,3,3,3,2,1,3,1,1,1,3,2,4,3,1,29,13,0,0,0
0,1,0,0,2248,5,2,2,2,5,5,5,5,2,3,4,3,5,5,14,11,0,1,0
1,1,0,0,260,4,5,3,5,4,4,4,4,4,4,1,2,4,4,13,0,0,1,0
0,1,0,1,775,2,2,2,2,2,2,2,2,4,1,4,4,4,2,4,6,0,0,0
1,1,0,2,89,0,4,0,3,1,3,5,3,3,3,3,2,3,1,0,0,0,1,0
1,1,1,2,545,3,3,3,4,2,3,2,2,1,3,4,2,3,2,0,0,0,0,0
0,1,0,2,2801,4,4,4,4,4,4,4,4,3,2,4,3,2,4,14,38,0,1,0
0,1,1,0,308,2,4,2,4,3,2,3,3,5,2,5,3,5,3,0,0,0,0,0
1,1,0,2,2003,5,5,5,5,3,4,5,4,4,4,4,3,4,4,50,21,1,1,0
1,1,0,2,3311,1,2,2,2,3,4,4,1,1,1,1,2,1,1,0,0,0,0,0
1,0,0,0,1750,2,2,2,3,2,2,5,2,2,1,3,3,4,2,20,22,0,0,0
0,0,0,2,853,5,0,5,1,2,5,2,2,4,4,4,5,4,2,8,0,0,1,0
1,1,0,2,258,2,2,2,2,2,3,3,2,2,2,2,2,2,4,0,0,0,0,0
0,1,1,0,589,1,5,2,1,1,2,1,1,3,5,4,3,5,1,27,12,0,0,0
1,1,1,0,1185,3,3,3,3,1,3,1,1,3,2,3,1,3,1,56,54,1,0,1
0,1,0,1,674,3,1,1,1,3,3,3,3,2,3,4,2,3,3,9,7,0,0,0
0,1,0,0,617,4,2,2,2,4,4,4,4,3,2,4,2,4,4,0,0,0,1,0
1,1,0,2,2486,2,2,2,2,5,5,5,5,4,1,3,1,2,5,0,1,0,1,0
0,1,0,2,2207,1,1,1,1,4,5,5,5,5,5,5,5,5,3,27,46,0,1,1
0,1,1,0,1558,1,5,1,1,5,1,5,5,5,2,4,4,4,5,2,12,0,0,0
1,1,1,1,321,3,4,3,5,3,3,3,3,4,4,1,5,4,3,63,60,1,0,1
0,1,1,0,999,2,5,2,2,2,2,2,2,3,3,5,5,5,2,0,0,0,0,0
1,1,1,2,674,3,5,3,2,5,3,5,5,4,3,4,5,5,5,7,23,0,0,0
1,0,0,0,912,2,2,2,2,2,2,5,2,1,3,2,4,3,2,88,53,1,0,1
0,1,0,0,226,5,5,5,5,5,5,5,5,1,3,2,3,5,5,0,0,0,1,0
1,0,0,0,581,1,1,1,3,2,1,2,2,2,2,3,4,3,2,2,0,0,0,0
0,1,0,2,3199,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0,0,1,0
1,1,0,0,874,3,1,1,1,3,3,3,3,1,4,2,4,2,3,2,0,0,0,0
0,1,0,2,168,0,4,0,4,2,4,5,3,3,3,3,5,3,4,0,3,0,1,0
0,1,0,2,2512,4,4,4,4,4,4,1,5,5,5,5,4,5,4,44,30,0,1,0
1,0,0,0,589,4,0,4,1,5,4,5,5,5,5,5,1,4,5,69,64,1,0,1
1,1,0,2,2702,5,5,5,5,2,5,5,5,5,5,5,3,5,5,13,5,0,1,0
0,1,0,2,3796,3,3,3,3,1,3,3,4,4,4,4,3,4,1,1,1,0,1,0
1,1,0,2,2251,2,2,2,2,5,5,5,5,4,5,5,4,5,5,0,0,0,1,0
1,1,0,0,1242,4,3,3,3,4,3,4,4,1,2,4,1,3,4,0,0,0,0,0
1,1,0,2,2311,4,4,4,4,4,2,3,5,5,5,5,5,5,3,0,0,0,1,0
0,1,0,2,1481,5,2,5,5,4,4,5,4,4,4,4,4,4,5,16,27,0,1,0
1,1,0,2,1909,1,1,1,1,5,5,5,5,5,4,5,5,4,5,9,8,0,1,0
1,0,0,2,432,3,0,3,4,4,3,4,4,4,2,4,3,4,4,3,5,0,0,0
0,1,0,0,101,4,3,3,3,4,4,4,4,4,4,1,5,3,4,0,0,0,1,0
1,1,0,2,432,3,3,3,3,5,5,4,5,5,5,5,5,5,5,0,0,0,1,0
0,1,0,2,1294,3,3,3,3,3,5,5,5,5,5,5,5,5,5,20,19,0,1,0
0,1,0,2,1655,5,4,5,5,3,5,4,3,3,4,3,3,3,5,8,1,0,1,0
0,1,1,0,628,2,2,2,3,4,2,4,4,4,3,3,4,4,4,20,1,0,0,0
0,1,0,2,3246,1,1,1,1,5,5,4,2,2,2,2,4,2,4,0,0,0,1,0
1,1,0,2,3733,2,2,5,2,2,4,5,5,5,5,5,4,5,4,3,2,0,1,0
0,1,0,2,3208,4,4,4,4,5,5,5,4,4,4,4,3,4,4,32,32,0,1,0
1,1,1,0,271,2,3,2,4,5,2,5,5,1,1,4,2,3,5,46,38,1,0,0
0,1,1,0,332,1,4,1,1,3,1,1,3,5,4,4,4,5,3,0,0,0,0,0
1,0,0,0,696,2,2,2,3,3,2,3,3,3,2,1,3,4,3,0,0,0,0,0
0,1,0,2,1806,3,3,3,3,4,4,4,4,3,5,5,4,5,4,41,29,0,1,0
1,1,1,1,1587,2,5,2,4,1,2,1,1,3,4,4,3,5,1,0,0,0,0,0
1,0,0,0,200,1,0,1,1,5,1,5,5,4,5,3,1,2,5,0,0,0,0,0
0,1,0,0,725,3,2,2,2,3,3,3,3,2,4,3,4,4,3,3,0,0,0,0
0,1,0,0,803,4,3,4,4,4,4,4,4,4,3,3,4,4,4,66,78,1,0,1
0,1,0,2,748,5,5,5,5,3,3,3,3,2,2,3,5,2,3,88,73,1,1,1
0,1,1,0,108,2,5,2,3,4,2,4,4,5,5,5,4,5,4,0,0,0,0,0
0,1,0,2,1726,1,1,3,1,4,5,4,5,5,5,5,5,5,4,24,0,0,1,0
0,1,1,0,1195,3,4,3,3,2,3,2,2,4,5,5,3,5,2,0,0,0,0,0
0,1,0,2,3447,0,0,0,3,2,4,5,5,5,5,2,4,5,3,0,18,0,1,0
1,1,0,2,533,3,4,4,4,3,3,3,3,3,3,3,1,4,3,0,12,0,0,0
1,1,1,0,624,4,4,4,1,2,4,2,2,4,4,5,5,5,2,0,0,0,1,0
1,1,0,2,452,2,3,3,3,3,4,3,2,2,2,2,3,2,4,24,13,0,0,0
1,1,0,1,911,4,3,3,3,4,4,3,4,1,1,2,2,4,4,0,19,0,1,0
0,0,0,0,1395,3,3,3,4,3,3,3,3,1,3,3,3,2,3,0,0,0,0,0
1,1,1,0,438,5,3,5,4,3,3,4,1,1,5,1,2,1,4,0,0,0,1,0
1,1,0,2,3880,3,3,3,3,5,5,5,3,2,5,1,5,2,5,146,171,1,1,1
1,1,0,2,1977,3,3,3,3,5,5,5,5,4,3,5,4,4,5,3,0,0,1,0
1,1,0,2,628,4,4,4,4,2,5,5,4,4,4,4,5,4,3,55,49,1,1,1
1,1,0,0,584,5,5,5,5,4,5,1,5,5,5,5,1,5,2,0,0,0,1,0
1,1,0,2,624,3,3,3,3,4,5,4,4,4,4,4,4,4,3,0,0,0,1,0
1,1,0,2,2407,1,1,1,1,5,1,1,3,3,3,1,1,3,1,11,4,0,0,0
1,1,0,2,3903,2,2,2,2,4,4,4,4,2,1,1,1,5,4,0,6,0,1,0
1,0,0,2,1597,3,3,3,4,4,3,4,4,4,4,3,3,4,4,22,0,0,0,0
0,1,0,2,1834,1,1,1,1,2,4,5,5,5,5,5,3,5,4,39,37,0,1,0
1,1,0,2,283,5,5,3,5,5,5,5,5,3,4,5,4,4,5,20,16,0,1,0
1,1,0,2,3534,3,4,4,4,3,3,3,2,2,3,4,3,1,3,23,0,0,0,0
1,1,0,2,1608,1,1,1,1,4,4,4,4,3,4,5,5,5,4,0,0,0,1,0
0,1,0,2,1923,4,4,3,4,4,4,4,4,4,4,4,4,4,3,21,16,0,0,0
0,1,0,1,413,2,5,5,5,2,2,2,2,2,3,3,1,4,2,0,0,0,0,0
1,1,0,2,491,1,1,3,1,3,4,4,4,4,4,4,4,4,4,74,65,1,1,1
1,1,1,0,265,3,3,0,3,4,3,3,5,5,0,5,4,5,4,0,0,0,0,0
0,1,0,2,846,2,2,2,2,2,5,4,3,3,2,3,5,3,3,0,0,0,1,0
1,0,0,2,1400,5,4,5,1,3,5,3,3,3,5,4,5,5,3,0,0,0,1,0
1,1,1,0,1496,3,1,3,4,3,3,3,3,4,3,3,4,4,3,0,0,0,0,0
0,1,0,2,2935,2,2,2,2,2,5,5,3,3,3,3,3,3,3,6,0,0,1,0
0,0,0,0,1569,2,2,2,3,3,2,3,3,1,1,3,2,2,3,72,124,1,0,1
0,0,0,2,628,2,2,2,2,1,2,1,1,3,4,5,3,4,1,0,0,0,0,0
1,1,0,2,2454,4,3,2,3,5,1,2,4,4,3,4,2,4,2,2,6,0,0,0
0,1,0,2,641,3,5,5,5,5,3,2,3,3,3,3,2,3,1,44,54,0,0,1
0,1,0,2,552,4,4,4,4,2,5,5,3,3,3,3,4,3,4,5,11,0,1,0
1,0,0,2,1085,2,2,2,4,2,2,5,2,4,4,5,4,5,2,0,0,0,0,0
1,0,0,0,646,1,3,1,4,3,1,3,3,3,5,3,4,4,3,16,20,0,0,0
1,0,0,0,106,0,0,0,2,2,0,2,2,1,5,1,1,5,2,0,0,0,1,0
1,1,0,2,1172,3,3,3,3,5,5,5,5,5,4,5,3,5,5,7,0,0,1,0
1,1,0,2,763,3,3,3,3,2,1,3,4,4,4,4,5,4,1,0,0,0,1,0
0,1,0,2,2717,5,5,5,5,5,5,5,3,2,4,1,5,1,5,0,3,0,1,0
1,1,0,2,370,4,4,4,4,5,5,4,2,2,2,2,5,2,4,16,13,0,1,0
0,1,1,0,237,4,4,4,1,3,4,3,3,5,3,5,4,4,3,0,1,0,0,0
1,1,0,0,1242,3,5,5,5,3,3,3,3,1,4,4,2,4,3,0,0,0,0,0
0,0,0,0,262,2,0,3,2,2,3,2,2,3,3,1,3,4,2,0,3,0,0,0
1,1,0,0,696,2,5,5,5,2,1,2,2,4,1,3,1,4,2,2,12,0,0,0
0,1,0,2,2034,4,4,2,4,5,1,4,4,4,4,4,3,4,2,0,0,0,1,0
1,1,0,2,2045,3,5,5,5,3,3,3,3,2,4,4,2,4,3,0,0,0,0,0
0,1,0,2,3463,1,1,1,1,2,4,4,5,5,5,5,4,5,5,118,109,1,1,1
1,1,0,2,2755,5,5,5,5,2,5,5,4,4,4,4,5,4,5,22,23,0,1,0
1,1,0,2,2686,3,3,3,3,4,5,4,4,4,4,4,5,4,3,0,0,0,1,0
0,1,0,2,2275,5,5,5,5,3,2,3,4,4,4,4,1,4,2,0,0,0,1,0
0,1,0,2,2982,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0,0,0,1,0
0,1,0,0,397,2,1,1,1,2,2,2,2,1,4,4,2,3,2,0,6,0,0,0
0,1,0,2,2097,3,3,3,3,2,4,2,4,4,4,4,4,4,4,40,27,0,1,0
1,1,0,2,3108,2,2,2,2,2,2,3,2,2,2,2,4,2,4,0,0,0,0,0
1,1,0,2,271,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0,0,1,0
1,1,0,2,2510,1,1,1,1,5,4,4,5,5,5,5,4,5,3,0,0,0,1,0
1,1,0,2,3019,2,2,2,2,5,3,3,5,5,5,5,1,5,4,10,0,0,1,0
0,0,0,2,1749,4,4,4,4,4,4,4,4,3,5,3,4,5,4,0,0,0,1,0
1,1,0,1,300,5,5,2,5,5,4,1,3,3,5,3,5,3,1,27,22,0,1,0
0,1,0,2,2075,1,1,3,1,4,3,4,4,4,3,4,4,4,3,38,34,0,1,0
0,1,1,0,946,1,4,1,4,4,1,4,4,3,3,3,4,3,4,3,0,0,0,0
1,0,0,0,1013,1,1,1,4,2,1,4,2,3,5,3,4,3,2,54,56,1,0,1
0,1,0,2,2288,4,4,4,4,2,2,2,4,5,4,2,2,2,2,0,7,0,1,0
0,1,0,1,533,2,2,2,2,2,2,2,2,3,3,4,3,3,2,0,3,0,0,0
1,0,0,0,531,3,5,3,2,4,3,4,4,2,5,3,1,5,4,10,0,0,0,0
1,1,0,2,2976,2,2,2,2,5,5,4,4,4,4,4,4,4,4,60,58,1,1,1
0,1,0,2,479,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0,0,1,0
1,1,0,0,501,5,1,2,1,3,1,4,3,3,5,3,1,3,1,0,0,0,1,0
0,1,0,2,3215,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0,0,1,0
1,0,0,0,187,3,4,3,2,3,3,3,3,1,3,4,2,2,3,0,0,0,0,0
0,0,0,0,936,3,3,3,3,4,3,1,4,2,3,3,2,4,4,0,0,0,0,0
0,1,0,0,372,5,4,4,4,5,5,5,5,5,2,1,5,2,5,0,0,0,1,0
1,1,0,2,620,1,1,1,1,5,4,5,5,5,5,5,3,5,4,5,0,0,1,0
1,0,0,0,744,4,4,4,1,2,4,5,2,4,4,4,5,4,2,43,37,0,1,0
1,1,0,2,1790,4,4,4,4,4,3,5,5,5,5,5,5,5,4,26,4,0,1,0
0,1,1,0,2227,2,5,2,4,1,2,1,1,4,5,5,4,4,1,0,0,0,0,0
1,1,1,0,419,2,5,2,2,5,2,5,5,3,2,1,1,1,5,43,33,0,0,0
0,1,1,0,929,3,4,3,3,1,3,1,1,3,2,4,4,4,1,0,0,0,0,0
1,1,0,2,1846,4,4,5,4,5,4,4,4,4,4,4,4,4,5,0,0,0,1,0
0,1,0,0,163,5,4,4,4,5,5,5,5,2,2,5,4,5,5,0,0,0,1,0
1,1,0,2,3515,4,4,4,4,5,5,5,5,5,5,5,5,5,5,15,2,0,1,0
0,1,0,2,2182,1,1,1,1,5,3,5,5,5,5,5,5,5,3,8,0,0,1,0
1,1,1,2,1080,5,4,5,4,4,5,4,4,5,2,5,4,5,4,52,38,1,1,0
1,1,0,0,499,5,5,5,5,4,1,5,5,5,5,5,4,5,5,0,7,0,1,0
1,1,0,2,3897,3,4,4,4,3,3,3,3,3,2,3,2,4,3,0,12,0,0,0
1,0,0,0,414,2,1,2,3,3,2,3,3,1,2,4,4,4,3,34,23,0,0,0
0,1,1,0,404,4,2,3,4,3,3,3,3,2,3,4,2,3,3,15,0,0,0,0
1,1,0,2,3801,4,4,2,4,5,3,2,4,4,4,4,3,4,2,100,94,1,0,1
1,0,0,0,770,3,3,3,3,5,3,5,5,4,1,2,3,5,5,0,0,0,0,0
0,1,0,2,2845,3,5,5,5,3,3,3,3,4,1,4,2,4,3,130,115,1,0,1
1,1,1,0,296,1,5,1,4,3,1,3,3,5,5,4,5,4,3,0,21,0,0,0
0,1,0,1,594,2,4,4,4,2,2,2,2,4,1,4,4,4,2,5,87,0,0,1
1,1,1,0,1023,4,4,4,3,2,5,3,3,3,4,3,1,3,2,1,3,0,0,0
0,1,0,2,3404,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0,0,1,0
0,1,0,2,2111,5,5,5,5,3,4,4,4,4,5,4,4,4,4,0,0,0,1,0
0,1,0,2,2467,3,5,5,5,3,3,4,4,4,4,3,2,4,1,43,36,0,0,0
0,1,0,2,1747,2,2,2,2,2,2,2,2,4,1,5,3,1,2,25,20,0,1,0
0,1,0,2,772,2,2,2,2,4,4,4,3,2,4,5,4,5,4,222,221,1,1,1
1,1,1,0,120,3,4,3,1,2,3,1,2,1,3,1,1,4,2,0,0,0,0,0
0,1,1,0,164,2,5,2,3,3,2,3,3,3,4,5,3,4,3,3,0,0,0,0
0,0,1,0,833,1,4,1,1,5,1,5,5,5,2,4,5,5,5,87,75,1,0,1
0,1,0,2,2430,4,4,4,4,5,4,4,5,5,5,5,4,5,5,0,0,0,1,0
1,1,1,1,581,1,4,1,3,2,4,5,3,3,1,1,5,3,3,44,48,0,0,1
0,1,0,2,1744,3,3,3,3,2,5,4,3,3,3,3,3,3,3,0,0,0,1,0
0,1,0,2,2434,2,1,1,1,4,3,4,2,2,2,2,1,2,1,0,0,0,0,0
0,1,0,2,605,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,0,0,1,0
1,1,1,1,226,5,5,5,1,4,5,4,4,4,5,4,4,4,3,12,5,0,1,0
0,1,1,0,237,2,5,2,1,3,2,3,3,5,4,4,5,5,3,0,0,0,0,0
0,1,1,0,675,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0,0,0,0
1,1,0,0,462,2,2,2,2,2,2,2,2,4,3,3,3,3,2,11,27,0,0,0
0,1,1,0,224,3,2,3,3,5,3,5,5,4,5,4,4,4,5,4,4,0,0,0
0,1,1,0,990,3,4,3,3,5,3,5,5,3,3,4,4,4,5,2,0,0,0,0
1,1,0,0,1074,1,1,1,1,1,2,1,1,2,2,1,3,3,1,0,0,0,0,0
1,1,1,0,687,5,4,5,3,1,5,1,1,5,4,4,5,5,1,0,0,0,1,0
0,1,1,0,987,1,5,1,2,4,1,1,4,5,1,2,2,3,4,0,3,0,0,0
0,0,0,2,192,3,5,3,4,4,3,4,4,5,2,4,4,4,4,8,8,0,0,0
1,1,0,2,2378,4,4,1,4,5,5,5,4,4,4,5,5,4,5,28,40,0,1,0
0,1,0,1,2442,3,1,5,1,3,3,3,2,3,2,4,3,2,3,6,0,0,0,0
1,1,0,0,101,5,3,3,3,1,1,5,5,5,5,5,1,5,5,0,0,0,1,0
0,1,0,2,3810,3,3,3,3,5,5,5,5,4,4,4,5,5,5,163,160,1,1,1
1,1,1,0,358,4,4,4,4,5,4,5,5,5,2,5,4,5,5,0,0,0,0,0
0,1,0,2,258,1,3,3,3,1,1,1,1,3,3,4,1,4,1,10,6,0,0,0
1,0,0,2,364,2,2,2,4,3,2,3,3,2,1,4,2,3,3,0,8,0,0,0
1,1,0,2,1603,5,5,5,5,1,5,2,5,5,5,5,3,5,1,0,0,0,1,0
0,1,1,0,622,4,4,4,3,5,4,5,5,4,5,4,3,5,5,0,0,0,0,0
1,0,0,0,416,1,4,1,3,4,1,4,4,1,3,2,1,1,4,0,0,0,0,0
0,1,0,2,408,4,4,4,4,3,4,5,3,3,4,3,3,3,5,0,2,0,1,0
0,1,0,2,1742,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0,0,1,0
1,1,0,0,543,1,0,0,2,3,2,3,4,4,1,4,4,4,1,0,0,0,0,0
0,1,0,0,641,5,1,1,1,5,5,5,5,2,1,3,2,3,5,37,34,0,1,0
0,1,1,0,1020,3,5,3,4,4,3,4,4,2,4,4,2,5,4,0,0,0,0,0
1,1,1,0,2358,1,4,1,5,3,1,3,3,4,4,3,3,5,3,0,0,0,0,0
0,1,1,1,544,1,3,1,3,1,1,1,3,1,3,2,1,1,1,205,240,1,0,1
0,1,0,0,448,2,3,5,3,2,2,2,2,2,2,2,1,3,2,0,0,0,0,0
0,1,0,2,646,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,0,1,0
1,1,0,2,868,2,2,2,2,4,4,5,3,3,3,3,4,3,4,0,0,0,1,0
1,0,0,0,850,1,1,1,4,2,1,2,2,2,2,5,2,1,2,15,0,0,0,0
0,1,1,0,1671,2,1,2,4,2,2,2,2,2,2,3,1,4,2,0,0,0,0,0
0,1,1,0,752,2,4,2,4,5,2,5,5,5,5,4,4,5,5,0,0,0,0,0
1,1,0,0,725,3,1,1,1,3,4,3,3,3,3,3,3,3,4,0,0,0,0,0
1,1,0,2,2521,5,5,5,5,4,3,5,4,4,5,4,3,4,5,0,0,0,1,0
1,1,0,2,364,5,4,5,5,4,5,5,5,5,5,5,3,5,4,7,17,0,1,0
0,1,0,2,315,2,5,5,5,2,2,2,1,2,3,2,2,2,2,275,248,1,0,1
0,0,0,0,208,1,5,1,3,5,1,5,5,1,1,4,2,4,5,0,0,0,0,0
0,1,0,0,1751,3,5,5,5,3,3,3,3,4,3,2,1,3,3,0,0,0,0,0
1,1,0,2,591,5,5,5,5,3,4,5,3,3,3,3,3,3,4,1,5,0,1,0
0,1,1,0,184,3,5,3,3,2,3,2,2,5,5,5,5,4,2,0,1,0,0,0
1,1,1,0,1569,1,5,1,1,5,5,4,3,3,1,3,4,3,4,0,16,0,0,0
1,1,0,0,262,1,2,2,2,1,1,1,1,2,2,4,4,3,1,0,0,0,0,0
1,0,0,0,214,1,1,1,4,4,1,5,4,3,4,3,1,4,4,0,0,0,0,0
1,0,0,2,1235,3,3,3,1,2,3,2,2,4,2,5,5,4,2,0,0,0,0,0
1,1,0,1,2588,4,3,3,3,4,4,4,4,5,3,4,2,2,4,0,0,0,1,0
0,1,0,2,1834,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0,0,1,0
1,1,0,0,2342,2,2,5,2,5,4,4,2,2,2,2,2,2,2,8,0,0,0,0
0,1,0,2,425,1,1,1,1,4,4,5,4,4,4,4,3,4,5,2,1,0,1,0
